pincode,place,state,somethingelse,lat,lng
683556,Vengola west,Ernakulam,Kunnathunad,10.151,76.4577
683561,Vilangu,Ernakulam,Kunnathunad,10.0502,76.4243
683561,Edathala north,Ernakulam,Aluva,10.0502,76.4243
683561,Malayidumthuruth,Ernakulam,Kunnathunad,10.0502,76.4243
683556,Vengola,Ernakulam,Kunnathunad,10.151,76.4577
683549,Vaikkara,Ernakulam,Kunnathunad,10.1346,76.4823
683561,Edathala,Ernakulam,Aluva,10.0502,76.4243
683562,Pattimattam,Ernakulam,Aluva,10.0261,76.4124
683563,Naval Armament Depot Aluva,Ernakulam,Aluva,10.0261,76.4124
683562,Kizhakkambalam,Ernakulam,Aluva,10.0261,76.4124
683565,Kumarapuram,Ernakulam,Kunnathunad,10.002,76.4005
683565,Pazhamthottam,Ernakulam,Kunnathunad,10.002,76.4005
683572,Puliyanam,Ernakulam,Aluva,10.2047,76.3549
683565,Vempilly,Ernakulam,Kunnathunad,10.002,76.4005
683571,Chowara,Ernakulam,Aluva,10.0577,76.4727
683572,Thuravoor,Ernakulam,Aluva,10.0577,76.4727
683565,Peringala,Ernakulam,Kunnathunad,10.002,76.4005
683572,Nayathode,Ernakulam,Aluva,10.054,76.3531
683572,Angamally,Ernakulam,Paravur,10.1906,76.3879
683572,Elavoor,Ernakulam,Aluva,10.054,76.3531
683572,Kidangoor,Ernakulam,Aluva,10.054,76.3531
683572,Vappalassery,Ernakulam,Aluva,10.054,76.3531
683573,Angamally south,Ernakulam,Aluva,10.0975,76.3717
683574,Kalady,Ernakulam,Aluva,10.1732,76.4428
683574,Naduvattam,Ernakulam,Aluva,10.2016,76.4489
683574,Neeleeswaram,Ernakulam,Aluva,10.1874,76.4458
683574,Yordhanapuram,Ernakulam,Aluva,10.1874,76.4458
683574,Mattoor,Ernakulam,Aluva,10.1874,76.4458
683574,Manickamangalam,Ernakulam,Aluva,10.1874,76.4458
683575,Thuravumkara,Ernakulam,Aluva,10.0975,76.3717
683575,Kanjoor,Ernakulam,Aluva,10.0975,76.3717
683574,Piraroor,Ernakulam,Aluva,10.1874,76.4458
683576,Karukutty,Ernakulam,Aluva,10.0975,76.3717
683575,Parappuram,Ernakulam,Aluva,10.0975,76.3717
683577,Thabore,Ernakulam,Aluva,10.0577,76.4727
683576,Paduvapuram,Ernakulam,Aluva,10.0975,76.3717
683577,Ezhattumugham,Ernakulam,Aluva,10.0975,76.3717
683578,Kunnukara,Ernakulam,Paravur,10.1541,76.3416
683577,Azhakam,Ernakulam,Aluva,10.0975,76.3717
683577,Mookkannur,Ernakulam,Aluva,10.0975,76.3717
683578,S.Aduvassery,Ernakulam,Paravur,10.1541,76.3416
683578,Chengamanad,Ernakulam,Paravur,10.1541,76.3416
683579,Parakkadavu,Ernakulam,Aluva,10.0577,76.4727
683580,Vellarappilly south,Ernakulam,Aluva,10.1705,76.4125
683579,Kurumassery,Ernakulam,Aluva,11.7352,75.6542
683579,Vattaparambu,Ernakulam,Aluva,11.7352,75.6542
683580,Sreemoolanagaram,Ernakulam,Aluva,10.1705,76.4125
683581,Kalady Plantation,Ernakulam,Aluva,10.1705,76.4125
683581,Chully,Ernakulam,Aluva,10.1705,76.4125
683579,Airoor,Ernakulam,Paravur,11.7352,75.6542
683581,Anappara-kalady,Ernakulam,Aluva,10.1705,76.4125
683585,Athani,Ernakulam,Aluva,10.154,76.3552
683585,Nedumbassery,Ernakulam,Aluva,10.1565,76.4017
683581,Ayyampuzha,Ernakulam,Aluva,10.1705,76.4125
683587,Malayattoor,Ernakulam,Aluva,10.2,76.5333
683581,Manjapra,Ernakulam,Aluva,10.1705,76.4125
683594,Elanthikara,Ernakulam,Paravur,10.1039,76.4103
683594,Puthenvelikkara,Ernakulam,Paravur,10.1039,76.4103
686662,Koothattukulam,Ernakulam,Muvattupuzha,9.8667,76.6
683594,Kuthiathode(EKM),Ernakulam,Paravur,10.1039,76.4103
686661,Muvattupuzha HO,Ernakulam,Muvattupuzha,9.8841,76.5473
686662,Edayar,Ernakulam,Muvattupuzha,9.8722,76.5506
686662,Marika,Ernakulam,Muvattupuzha,9.8694,76.5753
686662,Kakkoor,Ernakulam,Muvattupuzha,9.8694,76.5753
686662,Kizhakompu,Ernakulam,Muvattupuzha,9.8694,76.5753
686662,Thirumarady,Ernakulam,Muvattupuzha,9.8694,76.5753
683589,Mekkad,Ernakulam,Aluva,10.1717,76.3597
686662,Oliyapuram,Ernakulam,Muvattupuzha,9.8694,76.5753
686662,Karimpana,Ernakulam,Muvattupuzha,9.8694,76.5753
686663,Ramamangalam,Ernakulam,Muvattupuzha,9.9333,76.5
686662,Karamala,Ernakulam,Muvattupuzha,9.8694,76.5753
686662,Palakuzha,Ernakulam,Muvattupuzha,9.8694,76.5753
686663,Mamalassery,Ernakulam,Muvattupuzha,9.9333,76.5
686664,Piravam,Ernakulam,Muvattupuzha,9.8667,76.5
686663,Ooramana,Ernakulam,Muvattupuzha,9.9333,76.5
686664,Pazhoor,Ernakulam,Muvattupuzha,9.875,76.4917
686663,Kizhmuri,Ernakulam,Muvattupuzha,9.9333,76.5
686664,Nechoor,Ernakulam,Muvattupuzha,9.875,76.4917
686664,Kalampoor,Ernakulam,Muvattupuzha,9.875,76.4917
686664,Mulakulam,Ernakulam,Muvattupuzha,9.875,76.4917
686665,Elanji,Ernakulam,Muvattupuzha,9.8319,76.5449
686665,Perumbadavam,Ernakulam,Muvattupuzha,9.8362,76.5572
686665,Mutholapuram,Ernakulam,Muvattupuzha,9.8405,76.5695
686666,Kothamangalam College,Ernakulam,Kothamangalam,9.8841,76.5473
686667,Onakkoor,Ernakulam,Muvattupuzha,9.8925,76.5054
686667,North Piramadom,Ernakulam,Muvattupuzha,9.8925,76.5054
686664,Kakkad,Ernakulam,Muvattupuzha,9.8833,76.4833
686667,Pampakuda,Ernakulam,Muvattupuzha,9.8925,76.5054
686667,Mannathur,Ernakulam,Muvattupuzha,9.8925,76.5054
686667,Anchelpetty,Ernakulam,Muvattupuzha,9.8925,76.5054
686668,Kalloorkkad,Ernakulam,Muvattupuzha,9.9697,76.6717
686664,Manidu,Ernakulam,Muvattupuzha,9.875,76.4917
686668,Ayavana,Ernakulam,Muvattupuzha,9.9697,76.6717
686668,Kavakkad,Ernakulam,Muvattupuzha,9.9697,76.6717
686667,Periapuram,Ernakulam,Muvattupuzha,9.8925,76.5054
686668,Thazhvankunnam,Ernakulam,Muvattupuzha,9.9697,76.6717
686669,Nellad,Ernakulam,Kunnathunad,9.8841,76.5473
686668,Kaloor,Ernakulam,Muvattupuzha,9.9697,76.6717
686669,Mudavoor,Ernakulam,Muvattupuzha,9.8841,76.5473
686668,Nagapuzha,Ernakulam,Muvattupuzha,9.9697,76.6717
686669,Mazhuvannoor,Ernakulam,Kunnathunad,9.8841,76.5473
686670,Kadalikkad,Ernakulam,Muvattupuzha,9.95,76.65
686669,Mazhuvannoor south,Ernakulam,Kunnathunad,9.8841,76.5473
686670,Avoly,Ernakulam,Muvattupuzha,9.95,76.65
686670,Vazhakulam,Ernakulam,Muvattupuzha,9.95,76.65
686670,Madakkathanam,Ernakulam,Muvattupuzha,9.95,76.65
686670,Vadakode-vazhakulam,Ernakulam,Muvattupuzha,9.95,76.65
686671,Pallarimangalam,Ernakulam,Kothamangalam,10.0298,76.6668
686671,Kadavoor,Ernakulam,Kothamangalam,10.0298,76.6668
686671,Pulinthanam,Ernakulam,Kothamangalam,10.0298,76.6668
686671,Pothanicaud,Ernakulam,Kothamangalam,10.0298,76.6668
686671,Koovalloor,Ernakulam,Kothamangalam,10.0298,76.6668
686671,Paingattoor,Ernakulam,Kothamangalam,10.0298,76.6668
686671,Chathamattam,Ernakulam,Kothamangalam,10.0298,76.6668
686672,Memadangu,Ernakulam,Muvattupuzha,9.9899,76.6584
686670,Mullapuzhachal,Ernakulam,Muvattupuzha,9.95,76.65
686672,Pandappily,Ernakulam,Muvattupuzha,9.9899,76.6584
686672,Arakuzha,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Puthupadi,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Pezhakkappilly,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Vazhappilly east,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Muvattupuzha Bazar,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Thekkenmarady,Ernakulam,Muvattupuzha,9.9899,76.6584
686672,Meenkunnam,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Perumballoor,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Muvattupuzha Market,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Randar,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Nirmala,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Marady east,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Mulavoor,Ernakulam,Muvattupuzha,9.9899,76.6584
686673,Enanalloor,Ernakulam,Muvattupuzha,9.9899,76.6584
686681,Idamalayar,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Kuttampuzha,Ernakulam,Kothamangalam,10.0577,76.4727
686681,Chelad Junction,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Keerampara,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Bhoothathankettu,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Njayapalli,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Inchathotty,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Vettampara,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Koovappara,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Malipara,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Thattekkad,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Pooyamkutty,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Vadattupara,Ernakulam,Kothamangalam,10.1503,76.7354
686681,Urulanthanni,Ernakulam,Kothamangalam,10.1503,76.7354
686691,Nadukani,Ernakulam,Kothamangalam,10.0808,76.6836
686691,Kuthukuzhy,Ernakulam,Kothamangalam,10.0808,76.6836
686681,Mamalakandom,Ernakulam,Kothamangalam,10.1503,76.7354
686691,Kothamangalam Bazar,Ernakulam,Kothamangalam,10.0808,76.6836
686691,Kothamangalam,Ernakulam,Kothamangalam,10.0808,76.6836
686691,Karukadom,Ernakulam,Kothamangalam,10.0808,76.6836
686691,Kozhipilly,Ernakulam,Kothamangalam,10.0808,76.6836
686691,Varapetty,Ernakulam,Kothamangalam,10.0808,76.6836
686691,Nellikuzhy,Ernakulam,Kothamangalam,10.0808,76.6836
686691,Iramalloor,Ernakulam,Kothamangalam,10.0808,76.6836
686691,Cheruvattoor,Ernakulam,Kothamangalam,10.0808,76.6836
686692,Thrikkariyoor,Ernakulam,Kothamangalam,10.103,76.637
686692,Airoopadam,Ernakulam,Kothamangalam,10.103,76.637
686692,Plamudi,Ernakulam,Kothamangalam,10.103,76.637
686692,Pindimana,Ernakulam,Kothamangalam,10.103,76.637
686692,Kottappady,Ernakulam,Kothamangalam,10.103,76.637
686673,Manary,Ernakulam,Muvattupuzha,9.9899,76.6584
686693,Oonnukal,Ernakulam,Kothamangalam,10.0577,76.4727
686693,Nellimattam,Ernakulam,Kothamangalam,9.6535,76.7539
686693,Neriamangalam,Ernakulam,Kothamangalam,10.053,76.7771
686693,Neendapara,Ernakulam,Kothamangalam,9.6535,76.7539
686693,Perumannoor(KGM),Ernakulam,Kothamangalam,9.6535,76.7539
686692,Panipra,Ernakulam,Kothamangalam,10.103,76.637
686693,Thalakode,Ernakulam,Kothamangalam,9.6535,76.7539
686693,Pareekanni,Ernakulam,Kothamangalam,9.6535,76.7539
685501,Fair Field,Idukki,Peerumade,9.6351,76.9786
686693,Manikinar,Ernakulam,Kothamangalam,9.6535,76.7539
685501,Kochukarimtharuvi,Idukki,Peerumade,9.6351,76.9786
685501,Cheenthalar,Idukki,Peerumade,9.6351,76.9786
685501,Kolahalamedu,Idukki,Peerumade,9.6351,76.9786
685503,Vagamon,Idukki,Peermade,9.683,76.9049
685501,Elappara,Idukki,Peermade,9.6351,76.9786
685503,Pullikkanam,Idukki,Peerumade,9.683,76.9049
685501,Haileyburia,Idukki,Peerumade,9.6351,76.9786
685505,Upputhara,Idukki,Peermade,9.8843,76.8679
685505,Mattuthavalam,Idukki,Peerumade,9.8843,76.8679
685505,Lonetree,Idukki,Peerumade,9.8843,76.8679
685505,Karimkulam Chappath,Idukki,Udumbanchola,9.8843,76.8679
685507,Ayyappancoil,Idukki,Udumbanchola,9.8843,76.8679
685505,Mathaipara,Idukki,Peerumade,9.8843,76.8679
685507,Kalthotty,Idukki,Udumbanchola,9.8843,76.8679
685508,Kattappana HO,Idukki,Udumbanchola,9.8843,76.8679
685509,Thekkady,Idukki,Peerumade,9.6035,77.16
685501,Pasupara,Idukki,Peerumade,9.6351,76.9786
685509,Periyar Lake,Idukki,Peerumade,9.9969,76.831
685509,Kumily,Idukki,Peermade,9.6251,77.1272
685503,Kottamala,Idukki,Peerumade,9.683,76.9049
685509,Chakkupallam,Idukki,Udumbanchola,9.9969,76.831
685509,Amaravathy,Idukki,Peerumade,9.8822,77.0275
685511,Kanchiyar,Idukki,Udumbanchola,9.6906,76.9977
685511,Kozhimala,Idukki,Udumbanchola,9.6906,76.9977
685511,Thoppipala,Idukki,Udumbanchola,9.6906,76.9977
685512,Chellarcoil,Idukki,Udumbanchola,9.6906,76.9977
685509,Springvalley,Idukki,Peermade,9.9969,76.831
685511,Thovarayar,Idukki,Udumbanchola,9.6906,76.9977
685512,Anakkara,Idukki,Udumbanchola,9.6906,76.9977
685509,Attapallam,Idukki,Peerumade,9.8822,77.0275
685514,Valiyathovala,Idukki,Udumbanchola,9.6906,76.9977
685514,Melekuppachampady,Idukki,Udumbanchola,9.6906,76.9977
685514,Ettithope,Idukki,Udumbanchola,9.6906,76.9977
685514,Uppukandam,Idukki,Udumbanchola,9.6906,76.9977
685514,Kochuthovala,Idukki,Udumbanchola,9.6906,76.9977
685511,Nariampara,Idukki,Udumbanchola,9.6906,76.9977
685514,Idinjamala,Idukki,Udumbanchola,9.6906,76.9977
685514,Chempakapara,Idukki,Udumbanchola,9.6906,76.9977
685514,Erattayar north,Idukki,Udumbanchola,9.6906,76.9977
685514,Bethel,Idukki,Udumbanchola,9.6906,76.9977
685514,Santhigram,Idukki,Udumbanchola,9.6906,76.9977
685501,Chinnar,Idukki,Peerumade,9.6351,76.9786
685515,Puliyanmala,Idukki,Udumbanchola,9.6906,76.9977
685515,Mulakaramedu,Idukki,Udumbanchola,9.6906,76.9977
685515,Nellipara,Idukki,Udumbanchola,9.6906,76.9977
685515,Kattappana south,Idukki,Udumbanchola,9.6906,76.9977
685515,Kamakshy,Idukki,Udumbanchola,9.6906,76.9977
685515,Kadamakuzhy,Idukki,Udumbanchola,9.6906,76.9977
685515,Calvari Mount,Idukki,Udumbanchola,9.6906,76.9977
685515,Vazhavara,Idukki,Udumbanchola,9.6906,76.9977
685515,Vellayamkudy,Idukki,Udumbanchola,9.6906,76.9977
685515,Anniyartholu,Idukki,Udumbanchola,9.6906,76.9977
685531,Glenmary,Idukki,Peerumade,9.5729,77.0024
685514,Erattayar,Idukki,Udumbanchola,9.6906,76.9977
685531,Pambanar,Idukki,Peerumade,9.5742,77.0115
685531,Karadikuzhy,Idukki,Peerumade,9.5729,77.0024
685531,Lakshmi Coil,Idukki,Peerumade,9.5729,77.0024
685531,Peermade,Idukki,Peermade,9.5716,76.9933
685531,Kuttikanam,Idukki,Peerumade,9.5729,77.0024
685532,Peruvanthanam,Idukki,Peermade,9.5522,76.9247
685532,Paloorkavu Central,Idukki,Peerumade,9.5564,76.9501
685532,Meloram,Idukki,Peermade,9.5564,76.9501
685532,Murinjapuzha,Idukki,Peerumade,9.5606,76.9755
685532,Kanayankavayal,Idukki,Peerumade,9.5564,76.9501
685533,Pachakanam,Idukki,Peerumade,9.4637,77.1455
685532,Paloorkavu,Idukki,Peerumade,9.5564,76.9501
685533,Thengakal,Idukki,Peerumade,9.5222,77.1205
685531,Pallikunnu,Idukki,Peerumade,9.8822,77.0275
685533,Vandiperiyar,Idukki,Peermade,9.5703,77.0896
685533,Dymock,Idukki,Peerumade,9.6182,77.0873
685533,Moongalar,Idukki,Peerumade,9.5222,77.1205
685533,Keerikara,Idukki,Peerumade,9.5222,77.1205
685533,Chenkara,Idukki,Peerumade,9.5222,77.1205
685533,Pampa Dam,Idukki,Peerumade,9.5222,77.1205
685533,Gramby,Idukki,Peerumade,9.5222,77.1205
685533,Arnakal,Idukki,Peerumade,9.5222,77.1205
685533,Chottupara Periyar,Idukki,Peerumade,9.5222,77.1205
685533,Vallakadavu Periyar,Idukki,Peerumade,9.5222,77.1205
685535,Viswanathapuram,Idukki,Peerumade,9.5434,77.0484
685535,Vellaramkunnu,Idukki,Udumbanchola,9.5434,77.0484
685533,Mount,Idukki,Peerumade,9.5222,77.1205
685533,Wallardie,Idukki,Peerumade,9.5222,77.1205
685535,Sasthanoda,Idukki,Udumbanchola,9.5434,77.0484
685535,Anavilasam,Idukki,Udumbanchola,9.5434,77.0484
685551,Pampupara,Idukki,Udumbanchola,9.719,77.1483
685551,Kuzhithozhu,Idukki,Udumbanchola,9.719,77.1483
685551,Mali,Idukki,Udumbanchola,9.7159,77.1423
685551,Cumbumbettu,Idukki,Udumbanchola,9.719,77.1483
685551,Kochara,Idukki,Udumbanchola,9.719,77.1483
685551,Nettithozhu,Idukki,Udumbanchola,9.719,77.1483
685551,Puttady,Idukki,Udumbanchola,9.719,77.1483
685551,Vandanmettu,Idukki,Udumbanchola,9.7222,77.1543
685551,Rajakandam,Idukki,Udumbanchola,9.719,77.1483
685552,Sanniasioda,Idukki,Udumbanchola,9.7928,77.1887
685552,Pushpakandam,Idukki,Udumbanchola,9.7928,77.1887
685552,Ramakkal Mettu,Idukki,Udumbanchola,9.7928,77.1887
685552,Koottar,Idukki,Udumbanchola,9.7928,77.1887
685552,Karunapuram,Idukki,Udumbanchola,9.7607,77.2199
685552,Balagram,Idukki,Udumbanchola,9.7928,77.1887
685552,Chottupara,Idukki,Udumbanchola,9.7928,77.1887
685553,Nedumkandam,Idukki,Udumbanchola,9.8419,77.1527
685553,Mavady,Idukki,Udumbanchola,9.8419,77.1527
685552,Combayar,Idukki,Udumbanchola,9.7928,77.1887
685553,Manjappara,Idukki,Udumbanchola,9.8419,77.1527
685553,Chembalam,Idukki,Udumbanchola,9.8419,77.1527
685553,Kailasanadu,Idukki,Udumbanchola,9.8419,77.1527
685553,Pampadumpara,Idukki,NA,9.8419,77.1527
685552,Kallar,Idukki,Udumbanchola,9.8249,77.1574
685553,Ezhukunvayal,Idukki,Udumbanchola,9.8419,77.1527
685554,Udumbanchola,Idukki,Udumbanchola,9.7731,77.1653
685554,Chathurangapara,Idukki,Udumbanchola,9.7731,77.1653
685561,Anaviratty,Idukki,Devikulam,8.8694,76.9878
685554,Chemmannar,Idukki,Udumbanchola,9.7731,77.1653
685561,Machiplavu,Idukki,Devikulam,8.8694,76.9878
685561,Korangatti,Idukki,Devikulam,8.8694,76.9878
685553,Pachady,Idukki,Udumbanchola,9.8419,77.1527
685561,Mannamkandam,Idukki,Devikulam,8.8694,76.9878
685561,Koompanpara,Idukki,Devikulam,8.8694,76.9878
685561,Valara,Idukki,Devikulam,8.8694,76.9878
685561,Adimali,Idukki,Devikulam,8.8694,76.9878
685562,Mukkudam,Idukki,Devikulam,8.8694,76.9878
685562,Kallarkutty,Idukki,Devikulam,8.8694,76.9878
685562,South Kathipara,Idukki,Devikulam,8.8694,76.9878
685563,Ponmudi,Idukki,Udumbanchola,8.8694,76.9878
685563,Vellathooval,Idukki,Udumbanchola,8.8694,76.9878
685562,Panamkutty,Idukki,Udumbanchola,8.8694,76.9878
685563,Konnathady,Idukki,Udumbanchola,8.8694,76.9878
685563,Selliampara,Idukki,Devikulam,8.8694,76.9878
685565,Sengulam,Idukki,Devikulam,8.8694,76.9878
685565,Anakulam,Idukki,Devikulam,9.8822,77.0275
685565,Josegiri,Idukki,Udumbanchola,8.8694,76.9878
685565,Kunchithanni,Idukki,Devikulam,8.8694,76.9878
685565,Meencut,Idukki,Devikulam,8.8694,76.9878
685565,Mankulam,Idukki,Devikulam,8.8694,76.9878
685565,Pottenkad,Idukki,Udumbanchola,8.8694,76.9878
685565,Thokkupara,Idukki,Devikulam,8.8694,76.9878
685561,Padicap,Idukki,Devikulam,8.8694,76.9878
685565,Bisonvalley,Idukki,Devikulam,8.8694,76.9878
685565,Ellakallu,Idukki,Udumbanchola,8.8694,76.9878
685565,Chithirapuram,Idukki,Devikulam,8.8694,76.9878
685566,Mammattikanam,Idukki,Udumbanchola,8.8694,76.9878
685566,Rajakad,Idukki,Udumbanchola,8.8694,76.9878
685566,Mukkudil,Idukki,Udumbanchola,8.8694,76.9878
685566,N R City,Idukki,Udumbanchola,8.8694,76.9878
685566,Kuthumkal,Idukki,Udumbanchola,8.8694,76.9878
685571,Panickankudy,Idukki,Udumbanchola,9.6906,76.9977
685571,Mullarikudy,Idukki,Udumbanchola,9.6906,76.9977
685571,Parathode,Idukki,Udumbanchola,9.6906,76.9977
685571,Muniyara,Idukki,Udumbanchola,9.6906,76.9977
685581,Cheppukulam,Idukki,Thodupuzha,9.9029,76.7696
685581,Thommankuthu,Idukki,Thodupuzha,9.9029,76.7696
685565,Pallivasal,Idukki,Devikulam,8.8694,76.9878
685581,Karimannoor,Idukki,Thodupuzha,9.9029,76.7696
685581,Koduveli,Idukki,Thodupuzha,9.9029,76.7696
685581,Mulappuram,Idukki,Thodupuzha,9.9029,76.7696
685581,Neyyassery,Idukki,Thodupuzha,9.9029,76.7696
685581,Thattakuzha,Idukki,Thodupuzha,9.9029,76.7696
685582,Kodikulam,Idukki,Thodupuzha,9.934,76.7566
685582,Parapuzha,Idukki,Thodupuzha,9.934,76.7566
685581,Pannoor,Idukki,Thodupuzha,9.9029,76.7696
685582,Vandamattom,Idukki,Thodupuzha,9.934,76.7566
685582,West Kodikulam,Idukki,Thodupuzha,9.934,76.7566
685583,Purapuzha,Idukki,Thodupuzha,9.9029,76.7696
685583,Vazhithala,Idukki,Thodupuzha,9.9029,76.7696
685585,Thekkumbhagam,Idukki,Thodupuzha,9.9029,76.7696
685584,Thodupuzha west,Idukki,Thodupuzha,9.9029,76.7696
685585,Thodupuzha east,Idukki,Thodupuzha,9.9029,76.7696
685584,Thodupuzha HO,Idukki,Thodupuzha,9.9029,76.7696
685586,Karimkunnam,Idukki,Thodupuzha,9.9029,76.7696
685583,Kuninji,Idukki,Thodupuzha,9.9029,76.7696
685586,Thattarathatta,Idukki,Thodupuzha,9.9029,76.7696
685586,Vadakkummury,Idukki,Thodupuzha,9.9029,76.7696
685586,Ottalloor,Idukki,Thodupuzha,9.9029,76.7696
685587,Ellumpuram,Idukki,Thodupuzha,9.9029,76.7696
685587,Mrala,Idukki,Thodupuzha,9.9029,76.7696
685585,Anchiri,Idukki,Thodupuzha,9.9029,76.7696
685587,Muttom EK,Idukki,Thodupuzha,9.9029,76.7696
685587,Thudanganad,Idukki,Thodupuzha,9.9029,76.7696
685588,Kalayanthani,Idukki,Thodupuzha,9.8719,76.7827
685588,Koovakandam,Idukki,Thodupuzha,9.8719,76.7827
685588,Devarupara,Idukki,Thodupuzha,9.8719,76.7827
685588,Pannimattom,Idukki,Thodupuzha,9.8719,76.7827
685588,Elamdesom,Idukki,Thodupuzha,9.8719,76.7827
685588,Edavetty,Idukki,Thodupuzha,9.8719,76.7827
685588,Chilavu,Idukki,Thodupuzha,9.8719,76.7827
685588,Velliyamattom,Idukki,Thodupuzha,9.8719,76.7827
685589,Kannickal,Idukki,Thodupuzha,9.9029,76.7696
685588,Alakode,Idukki,Thodupuzha,9.8822,77.0275
685589,Moolamattom east,Idukki,Thodupuzha,9.9029,76.7696
685589,Ilappally,Idukki,Thodupuzha,9.9029,76.7696
685589,Moolamattom,Idukki,Thodupuzha,9.9029,76.7696
685589,Pathippally,Idukki,Thodupuzha,9.9029,76.7696
685565,Vattiar,Idukki,Devikulam,8.8694,76.9878
685590,Kudayathur,Idukki,Thodupuzha,9.6906,76.9977
685590,Kanjar,Idukki,Thodupuzha,9.6906,76.9977
685590,Adoormala,Idukki,Thodupuzha,9.6906,76.9977
685590,Koovappally-kudayathur,Idukki,Thodupuzha,9.6906,76.9977
685595,Udumbannur,Idukki,Thodupuzha,9.6906,76.9977
685589,Edad-idukki,Idukki,Thodupuzha,9.9029,76.7696
685595,Peringassery,Idukki,Thodupuzha,9.6906,76.9977
685595,Moolakad,Idukki,Thodupuzha,9.6906,76.9977
685595,Cheenikuzhi,Idukki,Thodupuzha,9.6906,76.9977
685595,Malayinchi,Idukki,Thodupuzha,9.6906,76.9977
685601,Karippalangad,Idukki,Thodupuzha,9.2946,76.7223
685602,Mariyapuram,Idukki,Udumbanchola,9.2946,76.7223
685595,Amayapra,Idukki,Thodupuzha,9.6906,76.9977
685602,Nayarupara,Idukki,Udumbanchola,9.2946,76.7223
685591,Arakulam,Idukki,Thodupuzha,9.6906,76.9977
685602,Maniyaramkudy,Idukki,Thodupuzha,9.2946,76.7223
685602,Narakakanam,Idukki,Udumbanchola,9.2946,76.7223
685601,Kulamavu,Idukki,Thodupuzha,9.2946,76.7223
685602,Idukki Colony,Idukki,Thodupuzha,9.2946,76.7223
685602,Vimalagiri,Idukki,Udumbanchola,9.2946,76.7223
685602,Thadiampadu,Idukki,Thodupuzha,9.2946,76.7223
685603,Idukki Painavu,Idukki,Thodupuzha,9.2946,76.7223
685604,Rajapuram,Idukki,Udumbanchola,9.2946,76.7223
685604,Murickassery,Idukki,Udumbanchola,9.2946,76.7223
685604,Perinchankutty,Idukki,Udumbanchola,9.2946,76.7223
685604,Rajamudi,Idukki,Udumbanchola,9.2946,76.7223
685602,Mulakuvally,Idukki,Thodupuzha,9.2946,76.7223
685604,Mankuva,Idukki,Udumbanchola,9.2946,76.7223
685604,Padamugham,Idukki,Udumbanchola,9.2946,76.7223
685604,Konnackamali,Idukki,Udumbanchola,9.2946,76.7223
685602,Manipara,Idukki,Thodupuzha,9.2946,76.7223
685604,Upputhode,Idukki,Udumbanchola,9.2946,76.7223
685605,Muthalakodam,Idukki,Thodupuzha,9.8987,76.7404
685605,Perumpillichira,Idukki,Thodupuzha,9.8987,76.7404
685606,Venmony,Idukki,Thodupuzha,9.8822,77.0275
685605,Ezhumuttom,Idukki,Thodupuzha,9.8987,76.7404
685606,Kanjikuzhi Idukki,Idukki,Thodupuzha,9.2451,76.6244
685606,Thattekanni,Idukki,Thodupuzha,9.2451,76.6244
685606,Pazhayarikandam,Idukki,Thodupuzha,9.2451,76.6244
685606,Keerithode,Idukki,Thodupuzha,9.2451,76.6244
685606,Chelachuvadu,Idukki,Thodupuzha,9.2451,76.6244
685607,Kaliyar,Idukki,Thodupuzha,9.2946,76.7223
685605,Ezhallur,Idukki,Thodupuzha,9.8987,76.7404
685607,Pulickathotty,Idukki,Thodupuzha,9.2946,76.7223
685607,Mundanmudy,Idukki,Thodupuzha,9.2946,76.7223
685607,Mullaringadu,Idukki,Thodupuzha,9.2946,76.7223
685608,Manakkad,Idukki,Thodupuzha,9.8822,77.0275
685607,Vannapuram,Idukki,Thodupuzha,9.2946,76.7223
685608,Thodupuzha puthuperiyaram,Idukki,Thodupuzha,8.7401,76.8021
685608,Vengallur,Idukki,Thodupuzha,8.7401,76.8021
685608,Mailacombu,Idukki,Thodupuzha,8.7401,76.8021
685608,Kolani,Idukki,Thodupuzha,8.7401,76.8021
685608,Nediyasala,Idukki,Thodupuzha,8.7401,76.8021
685608,Kaloor east,Idukki,Thodupuzha,8.7401,76.8021
